time,latitude,longitude,altitude,altitude_diff,distance,speed,relative_elevation,cum_distance,counter
2014-09-18 13:41:58+00:00,46.484055,10.867785,1572.907,-19.218000000000075,186.68,9.825263157894737,807.9759999999999,28.61675000000001,0
2014-09-18 13:42:09+00:00,46.484861,10.868405,1562.314,-10.592999999999847,101.42,9.22,797.383,28.718170000000008,0
2014-09-18 13:42:22+00:00,46.4855,10.869475,1553.215,-9.09900000000016,108.44,8.34153846153846,788.2839999999999,28.82661000000001,0
2014-09-18 13:42:35+00:00,46.485466,10.868539,1546.935,-6.279999999999973,71.76,5.5200000000000005,782.0039999999999,28.898370000000007,0
2014-09-18 13:42:38+00:00,46.485558,10.868509,1545.536,-1.3989999999998872,10.48,3.4933333333333336,780.605,28.908850000000005,0
2014-09-18 13:43:12+00:00,46.48656,10.871878,1520.016,-25.519999999999982,280.97,8.263823529411766,755.085,29.189820000000008,0
2014-09-18 13:43:21+00:00,46.486806,10.87326,1510.469,-9.547000000000025,109.29,12.143333333333334,745.538,29.29911000000001,0
2014-09-18 13:44:01+00:00,46.487977,10.877626,1475.891,-34.577999999999975,358.72,8.968,710.96,29.657830000000008,0
2014-09-18 13:44:06+00:00,46.488196,10.877539,1473.837,-2.0540000000000873,25.25,5.05,708.906,29.683080000000007,0
2014-09-18 13:44:19+00:00,46.488603,10.876589,1466.249,-7.587999999999965,85.66,6.589230769230769,701.318,29.768740000000008,0
2014-09-18 13:44:26+00:00,46.488679,10.875839,1461.813,-4.435999999999922,58.04,8.291428571428572,696.8820000000001,29.82678000000001,0
2014-09-18 13:44:29+00:00,46.488566,10.87556,1459.907,-1.9060000000001764,24.78,8.26,694.9759999999999,29.85156000000001,0
2014-09-18 13:44:42+00:00,46.48847,10.876438,1453.21,-6.696999999999889,68.06,5.235384615384616,688.279,29.91962000000001,0
2014-09-18 13:44:56+00:00,46.489069,10.875868,1442.161,-11.048999999999978,79.63,5.687857142857142,677.23,29.99925000000001,0
2014-09-18 13:46:21+00:00,46.489185,10.876306,1437.891,-4.269999999999982,35.93,0.42270588235294115,672.96,30.03518000000001,0
2014-09-18 13:47:03+00:00,46.489988,10.877267,1421.592,-16.298999999999978,115.69,2.7545238095238096,656.6610000000001,30.15087000000001,0
2014-09-18 13:47:17+00:00,46.490176,10.877745,1416.282,-5.310000000000173,42.14,3.0100000000000002,651.3509999999999,30.193010000000008,0
2014-09-18 13:48:08+00:00,46.49005,10.878224,1414.745,-1.5370000000000346,39.26,0.7698039215686274,649.8139999999999,30.232270000000007,0
2014-09-18 13:48:39+00:00,46.490177,10.877694,1415.757,1.012000000000171,42.96,1.3858064516129032,650.826,30.275230000000008,0
2014-09-18 13:49:12+00:00,46.490781,10.878833,1411.821,-3.936000000000149,110.06,3.3351515151515154,646.8899999999999,30.38529000000001,0
2014-09-18 13:49:45+00:00,46.490973,10.88126,1403.741,-8.079999999999927,187.02,5.667272727272728,638.81,30.57231000000001,0
2014-09-18 13:50:02+00:00,46.491676,10.882505,1401.305,-2.435999999999922,123.27,7.251176470588235,636.374,30.69558000000001,0
2014-09-18 13:50:30+00:00,46.49163,10.884804,1396.907,-4.398000000000138,176.07,6.288214285714285,631.9759999999999,30.87165000000001,0
2014-09-18 13:50:50+00:00,46.492832,10.887134,1383.529,-13.377999999999929,222.89,11.144499999999999,618.598,31.09454000000001,0
2014-09-18 13:51:15+00:00,46.493464,10.889604,1381.62,-1.9090000000001055,201.72,8.0688,616.6889999999999,31.29626000000001,0
2014-09-18 13:51:32+00:00,46.494089,10.891109,1375.35,-6.269999999999982,134.55,7.9147058823529415,610.4189999999999,31.430810000000008,0
2014-09-18 13:51:45+00:00,46.494434,10.892775,1367.151,-8.198999999999842,133.18,10.244615384615384,602.22,31.563990000000008,0
2014-09-18 13:51:54+00:00,46.494494,10.894108,1360.411,-6.740000000000009,102.26,11.362222222222222,595.48,31.66625000000001,0
